7000 17148 
2745 6488 -1
2746 6529 -1
2746 4843 1
2747 4224 1
2747 4522 -1
2747 3117 1
2748 2913 1
2748 3825 -1
2749 4420 1
2749 3652 1
2750 3373 1
2750 5945 -1
2750 3812 1
2751 6226 -1
2751 3814 1
2751 5460 1
2751 5495 1
2752 4807 1
2753 5462 -1
2753 5673 1
2753 4324 1
2754 4534 -1
2754 6956 1
2754 2861 -1
2754 5413 1
2755 4124 1
2755 3740 -1
2755 3121 -1
2756 5261 1
2756 3390 1
2757 4540 -1
2758 5612 -1
2758 3579 -1
2758 5222 -1
2758 4835 1
2759 3659 1
2759 3304 -1
2760 6907 1
2760 4048 1
2760 3083 1
2761 2905 1
2762 5611 1
2762 5002 -1
2762 6962 1
2762 4977 -1
2762 5705 -1
2762 6472 1
2763 3193 1
2763 4566 -1
2763 5805 -1
2763 5457 -1
2764 5752 -1
2765 3707 1
2766 4435 -1
2766 6011 1
2766 4542 1
2766 4218 1
2766 3141 1
2766 5209 1
2767 4132 -1
2767 2792 -1
2768 4879 -1
2768 5873 1
2769 3842 -1
2769 5649 -1
2769 5862 1
2770 5116 1
2770 5772 1
2771 4178 1
2771 3736 1
2771 5493 -1
2771 4987 -1
2772 3715 1
2772 3571 1
2772 5745 1
2773 6593 1
2773 4107 -1
2773 6150 1
2774 4119 -1
2775 3233 1
2775 3696 -1
2775 5942 -1
2776 6825 1
2776 6849 -1
2776 4168 -1
2776 2980 1
2777 5092 -1
2777 5760 -1
2777 3534 1
2778 4966 -1
2778 3759 -1
2778 5234 1
2779 5603 1
2779 5510 -1
2779 4530 1
2779 3048 1
2780 5275 1
2780 4988 -1
2780 5740 -1
2780 3502 -1
2780 4986 -1
2781 3186 -1
2781 5840 -1
2782 3066 -1
2783 5483 1
2783 6968 -1
2783 4382 1
2784 4261 1
2784 2840 1
2784 3856 1
2785 5470 -1
2785 6282 -1
2785 5283 1
2785 6424 1
2785 3582 1
2785 6483 1
2786 5438 -1
2786 3437 1
2786 4904 -1
2788 5632 -1
2788 2836 -1
2789 6228 -1
2789 5854 1
2790 4872 -1
2790 5940 -1
2790 6661 1
2790 6785 1
2790 4561 -1
2791 4767 1
2792 3540 -1
2792 4005 -1
2792 6162 -1
2792 5671 1
2792 3840 -1
2792 6253 -1
2792 6360 -1
2792 3491 -1
2792 6027 1
2793 3377 1
2793 2884 -1
2793 6720 -1
2793 6501 1
2794 6257 -1
2794 3611 -1
2795 3702 -1
2796 6033 1
2796 3082 -1
2796 5406 -1
2796 6585 1
2796 4369 1
2797 4649 -1
2797 2932 1
2797 6862 -1
2797 5851 -1
2798 2978 1
2798 5704 -1
2798 6128 -1
2798 2802 -1
2799 3802 1
2799 6772 -1
2799 5815 -1
2800 5297 -1
2800 3647 1
2801 5318 -1
2801 6507 1
2802 4881 1
2803 3879 -1
2803 6499 1
2803 6632 -1
2804 6397 1
2804 3696 1
2805 3379 1
2805 5511 1
2805 3852 -1
2805 3098 1
2805 5700 -1
2806 3743 -1
2807 5001 -1
2808 5181 1
2808 5525 -1
2809 4507 -1
2809 3395 -1
2809 4001 1
2810 2867 1
2810 5819 -1
2811 4619 -1
2811 4328 1
2811 4821 -1
2811 6086 -1
2811 5824 1
2812 3886 1
2812 4073 -1
2812 4294 1
2813 5642 -1
2813 5002 1
2813 2953 1
2813 2845 -1
2814 6339 -1
2814 5814 1
2814 6610 1
2815 5432 1
2815 4703 1
2815 4222 1
2815 3141 1
2816 5819 1
2816 6073 1
2816 4247 1
2816 4764 1
2816 3909 -1
2816 2915 -1
2817 5691 1
2817 5083 1
2817 4625 -1
2818 6162 1
2818 5857 1
2818 3214 -1
2818 6660 -1
2818 3669 1
2818 6006 1
2819 2923 1
2819 5086 1
2819 5377 -1
2820 4543 1
2820 5890 1
2821 2832 -1
2822 4431 1
2823 4327 1
2823 5658 -1
2823 3743 -1
2824 4179 1
2824 5091 -1
2824 5311 1
2824 5229 -1
2825 4278 1
2825 4934 1
2825 6326 1
2826 3639 -1
2826 4046 -1
2827 5058 1
2827 5379 -1
2827 6891 -1
2827 4212 -1
2827 4803 1
2828 4387 1
2828 3190 1
2829 2982 -1
2829 3953 -1
2829 3756 1
2829 2939 -1
2829 5687 -1
2829 5712 -1
2829 4857 -1
2829 6924 1
2830 3140 -1
2830 3355 1
2830 4316 1
2830 4855 1
2831 5642 1
2831 5404 1
2831 4476 1
2832 4263 1
2832 3960 -1
2833 4268 1
2833 4680 1
2834 2870 -1
2834 4416 1
2835 3684 1
2835 6897 1
2836 4602 -1
2837 4329 1
2837 6886 -1
2837 4340 -1
2837 3106 -1
2838 5012 1
2838 4028 1
2839 4502 -1
2839 6445 1
2839 4108 1
2839 6768 -1
2840 6835 -1
2840 3123 -1
2840 3526 -1
2840 3105 -1
2840 6552 -1
2841 3351 -1
2841 6496 1
2841 6488 -1
2841 5801 1
2842 5120 -1
2842 6048 -1
2842 6727 -1
2842 3474 1
2843 6768 1
2843 3531 -1
2843 3360 -1
2843 5147 1
2843 4653 -1
2844 5939 1
2844 4466 -1
2844 5896 -1
2845 4824 -1
2846 3071 1
2846 5480 1
2846 5958 -1
2846 4158 -1
2846 6642 -1
2846 6594 1
2848 6104 -1
2848 3345 1
2849 5677 -1
2849 6674 1
2850 6645 1
2850 5331 1
2850 2880 1
2850 4614 -1
2850 3413 1
2851 4496 -1
2852 3979 -1
2853 6386 1
2853 4816 1
2854 3761 -1
2856 6823 -1
2856 6974 1
2856 4629 1
2856 3387 -1
2857 3805 1
2857 4421 -1
2857 6235 -1
2857 3112 -1
2858 4898 -1
2858 3842 1
2858 6741 1
2858 3216 1
2858 3896 1
2859 5381 -1
2859 6879 -1
2859 4613 -1
2859 3328 -1
2859 5750 1
2860 5362 -1
2860 6708 -1
2860 3448 1
2861 6711 -1
2861 4478 1
2861 4747 1
2861 3793 1
2863 5419 -1
2864 5447 1
2865 6588 1
2865 3288 1
2865 5208 -1
2866 5717 -1
2866 3229 -1
2866 3417 -1
2867 3076 -1
2867 3951 1
2869 5400 -1
2870 3054 -1
2870 5740 -1
2871 3353 1
2871 4279 -1
2871 6450 -1
2872 4319 1
2872 6120 1
2872 6480 -1
2872 4065 1
2872 5048 1
2872 5355 1
2873 6222 -1
2873 5214 1
2873 6948 -1
2873 5425 -1
2874 6081 -1
2874 6221 -1
2875 3488 1
2875 5390 -1
2875 3813 1
2875 6305 -1
2875 3147 -1
2876 4651 1
2876 6992 1
2876 3002 1
2877 6970 -1
2877 6450 1
2877 5421 -1
2877 5447 1
2877 4554 1
2878 5179 -1
2878 3167 -1
2878 4454 -1
2878 4021 -1
2878 6247 -1
2881 6813 1
2881 5786 1
2881 5268 1
2881 3897 -1
2881 4912 -1
2882 4283 1
2882 3912 -1
2882 5401 -1
2884 3665 1
2884 5337 1
2884 4233 1
2884 3268 1
2884 5549 -1
2884 3144 -1
2885 3823 -1
2885 3779 1
2886 5529 1
2886 5803 1
2886 5340 1
2887 6204 1
2888 6080 1
2888 3766 -1
2888 4484 -1
2888 3828 -1
2888 4078 1
2889 4537 1
2889 5388 1
2889 6644 -1
2890 3184 1
2890 3156 -1
2890 6602 1
2891 5794 1
2891 3980 1
2891 6036 -1
2891 6456 -1
2892 4981 1
2892 5809 -1
2893 6952 -1
2894 4987 -1
2894 5185 1
2895 6029 1
2895 5790 1
2895 6900 -1
2895 4240 1
2895 3391 1
2895 3705 -1
2896 3662 1
2897 5254 -1
2897 6212 1
2897 3070 -1
2897 4915 -1
2898 3358 -1
2898 5999 -1
2898 3486 1
2899 6801 -1
2899 3646 1
2899 3566 -1
2899 6446 -1
2900 3244 -1
2900 4081 1
2901 6348 -1
2901 3533 1
2901 3881 -1
2902 6837 -1
2902 6243 1
2902 6240 1
2902 6226 1
2902 5848 -1
2902 5774 -1
2903 5596 1
2903 3320 1
2903 6574 1
2903 6044 1
2903 6875 1
2905 5631 -1
2905 5340 -1
2905 6467 -1
2905 3133 -1
2906 3845 1
2906 5330 1
2907 5679 -1
2907 3096 -1
2907 5407 1
2907 3109 1
2908 5173 1
2908 6784 1
2908 4390 1
2908 6581 -1
2908 5936 1
2908 5450 -1
2909 3243 1
2909 3367 -1
2909 6987 -1
2909 3021 1
2909 4930 -1
2910 4952 -1
2911 6626 -1
2911 6408 -1
2912 5335 1
2912 4836 1
2912 6529 -1
2912 5667 -1
2912 4539 1
2914 6911 -1
2914 3902 1
2915 6783 1
2915 3176 1
2915 5463 -1
2915 3454 1
2915 3180 -1
2916 4761 -1
2917 4861 1
2917 6022 1
2917 5346 -1
2917 4127 -1
2918 6340 -1
2918 6626 -1
2918 6695 1
2918 6457 1
2919 5180 1
2920 4197 1
2920 3086 -1
2921 2972 -1
2921 5692 1
2921 5500 -1
2922 3979 -1
2925 6743 1
2925 2963 -1
2926 3660 -1
2926 5718 1
2926 5722 1
2926 4365 1
2927 4899 1
2927 6383 1
2927 4704 -1
2927 6669 -1
2928 3162 1
2928 5819 -1
2929 6446 1
2929 3937 -1
2929 6220 -1
2929 6763 -1
2929 3528 1
2929 5491 -1
2929 4499 1
2929 4261 -1
2930 5232 1
2930 5721 1
2932 3221 1
2932 4849 1
2933 4233 -1
2933 6087 1
2933 3609 1
2934 3574 1
2934 4484 1
2935 5824 1
2935 5155 1
2936 6403 -1
2936 4183 1
2936 5980 -1
2937 6940 1
2937 3292 1
2937 5740 -1
2937 6561 1
2938 6034 1
2938 6898 1
2938 3078 1
2939 5992 1
2939 4481 1
2939 6989 1
2939 3362 1
2940 3143 1
2940 4787 -1
2941 4255 1
2941 4090 -1
2942 6287 1
2942 3813 1
2943 3395 -1
2943 3657 1
2943 5616 1
2944 5285 1
2944 5483 1
2945 4952 1
2946 5756 -1
2948 5930 1
2948 4042 1
2948 5729 -1
2948 4345 -1
2948 3353 -1
2948 4850 1
2948 3195 -1
2949 4283 1
2949 5653 -1
2949 5279 -1
2949 5762 -1
2950 5172 -1
2950 3655 1
2950 3023 -1
2951 5129 -1
2952 5761 -1
2952 3911 -1
2952 3008 -1
2953 5727 -1
2953 6108 1
2953 4479 1
2953 4341 -1
2953 7000 1
2954 3656 -1
2955 5624 -1
2955 6653 -1
2956 5622 1
2956 6328 1
2956 5938 1
2958 4620 1
2958 4966 -1
2958 5174 -1
2958 6857 -1
2958 6756 1
2958 5093 -1
2959 5600 -1
2959 3891 1
2959 4419 1
2959 3782 -1
2959 4806 1
2959 6580 -1
2960 4665 1
2960 6342 1
2960 6979 -1
2960 6653 -1
2960 4209 -1
2961 3437 -1
2961 3422 1
2961 5344 1
2961 3825 -1
2962 4257 1
2962 4949 -1
2962 4671 1
2963 3540 -1
2963 3092 1
2963 6977 -1
2963 6938 -1
2963 3923 -1
2964 3926 -1
2964 3073 -1
2964 4655 1
2964 4066 -1
2964 3201 -1
2964 6364 1
2966 6937 1
2966 6649 -1
2967 3254 -1
2968 4921 1
2968 4030 1
2969 6584 1
2969 6180 1
2970 5854 -1
2970 6992 1
2970 5720 1
2970 3183 -1
2970 4512 1
2971 4545 -1
2971 6956 1
2971 4448 1
2971 4332 1
2971 3459 1
2971 4847 -1
2972 6312 -1
2972 4196 -1
2972 4080 -1
2972 6131 -1
2972 3631 1
2973 3310 1
2973 5714 1
2974 6845 -1
2974 6339 -1
2974 5442 -1
2975 4675 1
2975 6206 1
2975 6687 1
2975 5956 -1
2975 5292 1
2975 4968 1
2975 5964 1
2976 3692 -1
2976 5002 -1
2977 6256 -1
2977 6678 1
2978 5756 1
2978 3192 -1
2978 6605 1
2978 5871 -1
2979 4190 -1
2979 6341 -1
2979 5778 1
2979 6368 1
2980 5183 1
2980 3611 1
2982 5356 -1
2982 3835 1
2982 3148 1
2983 4896 1
2983 4054 1
2983 3044 -1
2984 6520 -1
2984 3795 -1
2984 5411 -1
2985 4335 -1
2985 4459 -1
2985 3222 -1
2985 3243 1
2985 3676 1
2985 5539 -1
2986 5613 -1
2986 5154 -1
2986 4638 -1
2987 5381 1
2987 4769 -1
2987 4737 -1
2987 3902 1
2987 3376 1
2988 3996 1
2988 5752 -1
2988 4604 1
2988 3275 -1
2989 3619 1
2989 4608 1
2989 3168 1
2990 3722 1
2990 6087 -1
2991 4017 -1
2991 6332 1
2991 6379 1
2992 4954 1
2992 5056 -1
2992 4284 1
2993 6186 1
2993 5413 1
2993 3902 -1
2994 4045 1
2994 5325 1
2994 6728 1
2994 4224 1
2995 5449 -1
2996 4537 1
2996 3098 1
2996 6129 1
2996 3551 -1
2997 4841 -1
2997 6206 1
2998 5810 -1
2998 4875 -1
2998 5840 1
2998 4058 -1
2999 3698 -1
2999 3350 1
2999 3530 1
3000 5797 1
3000 3781 -1
3001 3470 -1
3001 5999 -1
3002 5976 1
3002 4108 -1
3002 3147 -1
3003 3636 -1
3003 5004 1
3004 3766 -1
3004 5890 1
3004 4575 1
3004 5620 -1
3005 4807 1
3006 4759 -1
3006 4089 -1
3006 4146 -1
3006 5968 1
3007 5019 1
3007 5231 -1
3008 3913 -1
3008 5699 1
3009 6332 -1
3009 4533 -1
3009 3046 -1
3010 3675 -1
3010 5940 -1
3010 3878 -1
3011 4766 1
3011 3908 -1
3012 4064 -1
3012 3961 -1
3012 3546 -1
3012 5900 1
3012 5386 1
3013 4837 1
3013 5301 -1
3013 4997 1
3013 6435 1
3014 6870 -1
3014 5040 -1
3014 3554 -1
3016 6257 -1
3016 6494 1
3016 5672 1
3017 4155 1
3017 3895 1
3017 3269 1
3018 3740 -1
3018 4212 -1
3019 5896 -1
3019 4996 1
3020 6072 1
3020 6598 1
3021 6187 -1
3022 5606 1
3022 6901 -1
3022 4665 1
3022 5977 -1
3022 5924 -1
3023 4284 1
3023 4303 1
3023 4903 1
3024 4274 1
3024 3822 1
3024 4231 -1
3024 3058 1
3025 3545 -1
3025 3662 -1
3025 6853 1
3025 4539 1
3025 5828 -1
3026 6458 -1
3026 5504 -1
3027 3174 1
3027 4727 1
3027 4736 1
3027 5285 -1
3028 5315 1
3028 3231 -1
3028 3206 -1
3028 3579 1
3028 3246 -1
3029 3516 1
3029 3048 1
3030 4243 1
3030 6524 1
3031 6256 -1
3031 6464 1
3031 5775 1
3032 3459 -1
3032 5905 -1
3032 6217 1
3033 4074 1
3034 5241 1
3034 5757 -1
3035 6504 1
3035 6962 1
3035 6437 -1
3035 4957 1
3036 4878 -1
3037 3422 -1
3037 3633 -1
3037 5695 1
3038 6995 -1
3039 4600 -1
3040 5246 1
3040 4572 1
3040 4430 -1
3041 3141 -1
3041 6447 1
3042 6949 -1
3042 3751 -1
3042 6433 1
3043 3072 -1
3043 6082 1
3044 5353 -1
3045 6132 1
3045 4186 1
3046 4906 1
3046 3353 1
3046 5793 1
3047 5830 1
3047 4717 -1
3047 4306 1
3047 4880 1
3047 4782 1
3048 3582 1
3048 5293 -1
3048 5922 -1
3049 3733 -1
3050 5671 -1
3050 4079 1
3050 5485 -1
3051 3843 -1
3052 5716 -1
3052 3773 1
3052 6448 1
3052 5036 -1
3054 3633 -1
3054 3336 1
3054 6934 -1
3054 4949 -1
3055 4192 -1
3056 5997 1
3056 5522 -1
3056 3742 1
3056 4181 -1
3057 5378 -1
3057 6324 -1
3057 3301 1
3058 4193 1
3058 5876 -1
3058 6565 1
3058 5057 1
3058 6810 -1
3059 3477 -1
3059 5300 1
3059 6827 -1
3059 5202 1
3059 4046 -1
3059 5584 -1
3060 4385 1
3060 3927 1
3060 4772 -1
3061 3436 -1
3061 3139 -1
3062 6929 1
3062 5564 1
3062 6719 1
3063 5307 1
3063 6345 1
3063 3480 -1
3066 5051 1
3066 6026 1
3066 6373 1
3067 6624 1
3067 6263 1
3068 4620 -1
3068 4602 -1
3068 3532 -1
3069 6518 1
3070 5575 1
3070 3139 1
3070 3161 -1
3071 6506 1
3072 5260 -1
3072 4025 1
3072 5180 -1
3074 4426 1
3075 3329 -1
3076 5437 1
3076 6331 -1
3077 6249 1
3078 5740 -1
3079 3117 1
3080 6509 1
3080 5604 -1
3080 3618 -1
3081 6850 -1
3081 5831 -1
3081 6455 -1
3081 4307 -1
3082 6594 1
3082 4737 1
3083 5861 -1
3083 3670 -1
3084 3565 -1
3084 4076 1
3084 4871 -1
3085 5933 1
3085 3507 -1
3087 3737 1
3087 3608 -1
3088 3108 -1
3088 3511 1
3089 6753 -1
3089 5818 1
3089 5582 -1
3089 4813 1
3090 4188 1
3090 5135 1
3090 3505 -1
3093 5157 1
3093 3823 1
3094 6604 -1
3094 4647 -1
3095 3390 1
3096 3968 1
3096 4196 -1
3096 5634 -1
3096 3609 -1
3096 6856 -1
3096 5508 1
3097 4860 1
3097 5808 -1
3098 3302 -1
3098 5950 -1
3098 6722 1
3098 6447 1
3098 5112 -1
3099 6964 -1
3099 6035 1
3099 6968 1
3099 6598 1
3099 3647 1
3099 3388 1
3100 3809 -1
3100 3153 -1
3100 4670 1
3100 6427 1
3101 5049 1
3101 5801 -1
3102 4715 1
3102 5860 1
3103 3738 1
3103 5733 1
3104 6339 1
3104 5802 1
3104 3690 -1
3104 3618 1
3105 6085 1
3105 4636 -1
3105 6195 -1
3106 6041 -1
3106 3517 -1
3106 4312 1
3106 6702 -1
3107 6296 1
3107 4258 1
3109 4129 1
3109 4909 -1
3110 6632 -1
3110 6431 1
3110 3272 1
3111 6433 -1
3111 6890 -1
3112 4194 -1
3113 5457 1
3114 5707 -1
3114 3976 1
3115 5324 -1
3115 6473 1
3116 4941 -1
3116 6098 1
3116 6215 -1
3117 4349 -1
3117 3633 1
3118 4064 -1
3118 6238 1
3119 6338 1
3119 4273 1
3120 6885 1
3120 4137 1
3120 3979 -1
3120 4153 -1
3121 5777 1
3121 3509 1
3122 5281 -1
3122 6159 1
3122 5630 1
3123 5344 -1
3123 5866 -1
3123 6198 1
3123 5508 1
3124 4898 -1
3124 4604 -1
3124 6994 1
3124 6671 1
3124 3240 -1
3125 4409 -1
3125 4965 1
3125 6645 1
3125 6300 -1
3125 3187 1
3125 5273 1
3126 4922 1
3127 6334 -1
3127 6329 1
3127 5609 1
3127 6312 -1
3128 5863 1
3129 5463 1
3130 3389 1
3130 5410 -1
3131 3811 1
3131 6686 -1
3131 6936 1
3131 6635 1
3132 5593 1
3132 4577 -1
3133 5953 -1
3134 6344 1
3135 6512 1
3135 5455 1
3137 4840 1
3138 5708 1
3138 6288 1
3138 3831 1
3139 6315 -1
3139 5243 1
3140 5743 -1
3140 6221 1
3140 5578 1
3141 6589 -1
3141 6193 -1
3141 4693 1
3141 3508 -1
3141 4315 1
3141 4456 -1
3141 5235 -1
3142 6518 1
3142 6876 -1
3142 4609 -1
3142 3314 -1
3143 5870 -1
3143 3379 1
3143 6176 -1
3143 4118 1
3143 5133 -1
3143 4146 1
3144 5273 -1
3144 3393 1
3144 5095 1
3144 5189 1
3145 6571 -1
3145 6634 -1
3145 5958 1
3145 3238 1
3146 3306 1
3146 5412 -1
3147 4689 1
3147 4438 1
3147 3901 1
3147 3981 -1
3148 4846 -1
3148 6357 1
3148 5221 -1
3148 6204 1
3149 5736 1
3149 6051 -1
3149 6588 1
3150 6234 -1
3150 6962 -1
3151 6337 -1
3152 5414 1
3154 5770 -1
3154 6104 1
3154 5605 1
3154 3202 1
3154 4771 -1
3154 6968 1
3155 5818 1
3155 5142 -1
3156 4519 -1
3157 6905 1
3157 3662 1
3158 3664 -1
3158 6122 1
3158 5181 -1
3158 4034 -1
3160 6231 1
3160 5668 -1
3161 4252 1
3161 5337 1
3161 3598 1
3161 6241 1
3161 6578 1
3162 5998 1
3162 4612 1
3163 5620 -1
3163 6392 -1
3164 4856 -1
3164 6506 -1
3164 6557 1
3164 3480 -1
3165 4155 -1
3165 6130 1
3165 6933 -1
3165 6497 -1
3165 5310 1
3167 5834 1
3167 5470 -1
3167 5628 -1
3167 4810 -1
3168 4787 -1
3168 4050 -1
3168 4597 -1
3169 5116 -1
3169 3430 -1
3170 3358 1
3170 5724 1
3170 4630 1
3170 4923 -1
3170 5272 1
3170 3688 -1
3170 5365 -1
3171 3483 1
3171 3926 -1
3171 4516 1
3171 4624 1
3172 3230 1
3173 6379 1
3174 6116 -1
3174 4140 1
3174 5271 1
3175 6375 1
3175 6299 -1
3175 6649 1
3175 4964 1
3176 3413 -1
3176 5646 1
3177 3993 1
3177 5161 -1
3177 6760 1
3178 3587 -1
3179 5557 1
3179 6957 1
3179 5755 -1
3179 5668 -1
3180 6112 1
3180 5135 1
3180 3330 -1
3180 3210 1
3181 3673 -1
3181 4987 1
3182 3832 -1
3182 4261 1
3183 5322 -1
3183 4434 1
3183 4513 -1
3183 4775 1
3183 5527 1
3183 5588 1
3184 5291 1
3184 5090 -1
3185 3635 1
3186 4129 1
3186 6747 1
3187 3817 -1
3187 4488 -1
3187 5832 1
3187 4349 -1
3188 3504 1
3188 3322 -1
3189 6417 1
3189 4464 -1
3189 4429 1
3189 3366 -1
3189 5436 1
3190 5981 -1
3192 5659 1
3192 6692 1
3194 5758 1
3194 5045 1
3194 3212 1
3194 5498 1
3194 5352 1
3194 3502 1
3195 4974 -1
3195 3921 -1
3195 6338 -1
3195 3487 -1
3195 4942 1
3196 4233 1
3196 6422 1
3196 4529 -1
3196 6595 1
3197 3810 -1
3197 5912 -1
3197 4373 1
3198 5362 -1
3198 6378 -1
3198 4367 -1
3198 4665 -1
3200 6232 1
3200 4180 -1
3200 4029 1
3200 5148 -1
3201 5931 -1
3201 6325 -1
3201 6148 -1
3201 5577 1
3201 4598 1
3201 3843 1
3202 3681 1
3202 6612 -1
3203 4745 -1
3205 5829 -1
3206 3527 1
3206 3685 1
3207 3267 -1
3207 5816 -1
3207 6132 1
3208 6202 1
3208 5159 1
3209 4885 1
3209 4948 1
3209 5461 -1
3210 4429 -1
3210 5311 -1
3210 6551 1
3210 3903 1
3211 6570 -1
3211 5254 1
3211 3242 1
3211 5543 -1
3211 5431 -1
3212 3918 -1
3212 4807 -1
3212 5455 1
3212 6517 -1
3212 4601 1
3213 6105 1
3213 6340 -1
3214 3478 -1
3214 3450 -1
3214 5041 1
3214 5166 -1
3215 5990 -1
3215 6736 1
3216 5981 1
3216 4171 1
3216 3488 -1
3217 3572 1
3218 3302 1
3218 3879 -1
3219 6419 -1
3219 3519 -1
3219 6416 1
3220 6186 1
3220 6138 1
3221 3267 1
3221 4931 1
3221 5371 -1
3222 6747 1
3222 4859 -1
3223 5024 -1
3223 6766 -1
3224 5429 -1
3224 3558 -1
3224 6533 1
3225 5453 1
3225 6585 1
3225 4050 -1
3226 4098 1
3226 4197 -1
3226 4866 -1
3226 4281 1
3226 6486 -1
3227 5747 -1
3227 6585 -1
3228 5291 1
3229 5000 1
3229 6851 -1
3230 5943 1
3230 5547 -1
3230 6421 1
3230 6656 1
3231 6072 -1
3231 3601 -1
3231 6855 1
3231 6256 1
3233 5244 -1
3233 5834 -1
3233 6676 1
3233 5688 -1
3234 4236 -1
3234 4406 1
3235 6855 -1
3235 3251 -1
3237 5243 -1
3237 6816 1
3238 3673 1
3238 3747 -1
3238 4241 -1
3239 5887 -1
3240 4262 1
3240 6989 -1
3240 4506 1
3240 4665 1
3241 6176 -1
3241 4645 1
3241 4930 1
3241 3332 1
3242 5957 1
3242 3453 1
3242 6107 -1
3242 5195 -1
3243 5080 -1
3243 4465 -1
3243 4929 1
3244 6223 -1
3244 4892 -1
3245 6750 -1
3245 6071 -1
3247 6674 -1
3247 5072 1
3247 3638 -1
3247 6966 1
3248 3630 1
3248 5370 -1
3249 6450 -1
3249 6296 -1
3250 4745 -1
3250 4903 -1
3250 4908 1
3251 3911 -1
3251 6834 -1
3251 4442 -1
3252 5628 1
3252 4628 -1
3252 4449 1
3253 3533 1
3253 5786 -1
3254 4200 -1
3255 4310 -1
3255 3260 1
3256 4116 -1
3257 4900 1
3257 5354 -1
3257 6169 -1
3258 4338 1
3258 5118 -1
3258 5550 1
3258 5002 -1
3259 5791 -1
3259 6049 -1
3260 3561 -1
3260 4936 -1
3260 3792 -1
3260 6407 1
3261 4793 1
3261 5954 -1
3262 6788 -1
3262 3680 -1
3263 3351 -1
3263 5174 -1
3263 3408 -1
3264 4128 -1
3265 6256 1
3265 5038 -1
3265 6519 -1
3266 5597 1
3266 3970 1
3267 3744 -1
3267 5981 1
3267 6994 1
3267 5634 1
3268 4128 -1
3268 3975 -1
3268 5233 1
3269 6413 1
3269 6683 -1
3270 4652 -1
3270 4364 1
3270 6743 -1
3271 4826 -1
3271 3357 1
3272 5513 1
3272 5071 -1
3272 6118 1
3273 6154 1
3273 3957 1
3274 6273 -1
3274 3370 -1
3275 3597 1
3276 4686 1
3276 4776 -1
3277 4619 -1
3278 6060 -1
3278 5878 1
3278 5800 -1
3278 5785 -1
3279 4908 1
3279 4018 -1
3279 5754 -1
3280 6399 -1
3280 4372 1
3280 6066 1
3280 3646 -1
3281 5821 1
3281 5741 1
3282 6564 1
3282 6207 1
3282 4297 -1
3282 5949 1
3282 5016 1
3283 4432 -1
3283 6666 1
3284 5983 1
3284 5842 -1
3285 5140 1
3286 3398 -1
3286 6865 -1
3286 3592 1
3286 6003 1
3286 5586 -1
3286 4631 -1
3286 5990 -1
3288 4086 -1
3289 5564 1
3290 3903 1
3290 4181 -1
3290 6785 -1
3290 6272 1
3291 4494 1
3291 5030 1
3292 4598 1
3292 4422 -1
3292 3368 -1
3294 6168 -1
3295 6743 -1
3295 4972 1
3295 5617 1
3296 5798 -1
3296 4315 1
3296 4949 1
3297 6918 -1
3297 6135 1
3297 4746 1
3298 6141 -1
3299 4620 -1
3299 6710 -1
3299 4039 1
3299 3754 1
3299 3517 -1
3300 4659 1
3300 5531 1
3300 4517 -1
3301 4698 -1
3303 4504 -1
3303 4546 1
3303 4581 1
3303 6777 1
3304 5633 -1
3304 3577 1
3304 6483 -1
3304 4086 -1
3305 5720 -1
3305 6535 1
3305 3559 -1
3307 3531 1
3307 6843 1
3307 5191 1
3307 5848 1
3308 5720 1
3309 6444 -1
3309 6029 1
3309 5744 1
3310 6453 1
3311 3731 1
3311 4590 1
3311 5979 1
3311 6555 -1
3312 5333 -1
3312 4188 1
3312 5557 -1
3313 5278 -1
3313 5242 -1
3314 3672 -1
3314 4435 1
3314 5023 1
3315 4141 1
3316 5352 1
3316 6393 1
3316 4472 -1
3317 6944 1
3318 6573 -1
3319 5088 -1
3319 6373 1
3322 4456 1
3322 6431 1
3323 6676 1
3324 5102 -1
3324 3436 -1
3324 4950 1
3324 4138 -1
3325 3712 -1
3325 6411 1
3326 4199 -1
3327 3539 -1
3327 5988 1
3327 3807 -1
3327 4371 1
3328 6778 -1
3328 6614 1
3328 6688 1
3330 4257 1
3331 4045 -1
3331 5368 1
3331 5896 1
3331 5877 1
3332 6266 1
3332 3523 -1
3333 3548 1
3333 3647 -1
3334 5734 1
3334 6619 1
3334 5780 1
3334 3431 1
3335 5451 -1
3335 4140 -1
3335 3782 -1
3336 3608 1
3336 4752 -1
3336 4042 -1
3336 3762 1
3337 4934 1
3339 3802 -1
3339 5022 1
3339 6813 -1
3340 5305 -1
3341 5890 1
3341 3551 1
3341 6423 -1
3341 4255 1
3341 6181 1
3341 5127 -1
3342 5570 -1
3342 4889 -1
3344 3456 -1
3344 4269 -1
3344 5270 -1
3345 6995 -1
3345 6799 1
3345 5040 -1
3345 5629 1
3345 5034 1
3345 3635 -1
3345 3669 -1
3346 4111 1
3346 4731 1
3347 5565 1
3347 4188 -1
3347 5305 -1
3347 4365 -1
3348 6788 1
3348 5469 -1
3349 6625 -1
3349 5187 -1
3349 3527 1
3349 4681 1
3350 4841 1
3350 6081 -1
3350 6829 -1
3350 3417 -1
3352 5507 -1
3352 3733 1
3353 4236 1
3353 5343 -1
3353 6842 -1
3353 5680 -1
3353 4065 -1
3354 3620 -1
3354 4610 -1
3354 5078 1
3355 5719 1
3355 4220 1
3356 3871 -1
